,datetime,code,price,quantity,info,value
266,2018-07-26 09:23:00,26Jul201827100CE,97.65,25,stoploss breached pnl: -348.75,-2441.25
267,2018-07-26 09:23:00,26Jul201827100PE,54.55,25,stoploss breached pnl: -348.75,-1363.75
268,2018-07-27 09:15:00,02Aug201827500CE,175.85,-25,pnl: 0,4396.25
269,2018-07-27 09:15:00,02Aug201827500PE,204.15,-25,pnl: 0,5103.75
270,2018-07-27 15:15:00,02Aug201827500CE,230.0,25,End of Day reached pnl: 354.99999999999955,-5750.0
271,2018-07-27 15:15:00,02Aug201827500PE,135.8,25,End of day reached pnl: 354.99999999999955,-3395.0000000000005
272,2018-07-30 09:15:00,02Aug201827800CE,105.55,-25,pnl: 0,2638.75
273,2018-07-30 09:15:00,02Aug201827800PE,235.0,-25,pnl: 0,5875.0
274,2018-07-30 15:15:00,02Aug201827800CE,147.0,25,End of Day reached pnl: 1690.0,-3675.0
275,2018-07-30 15:15:00,02Aug201827800PE,125.95,25,End of day reached pnl: 1690.0,-3148.75
276,2018-07-31 09:15:00,02Aug201827800CE,112.95,-25,pnl: 0,2823.75
277,2018-07-31 09:15:00,02Aug201827800PE,154.1,-25,pnl: 0,3852.5
278,2018-07-31 15:15:00,02Aug201827800CE,115.95,25,End of Day reached pnl: 522.5000000000005,-2898.75
279,2018-07-31 15:15:00,02Aug201827800PE,130.2,25,End of day reached pnl: 522.5000000000005,-3254.9999999999995
280,2018-08-01 09:15:00,02Aug201827700CE,163.7,-25,pnl: 0,4092.4999999999995
281,2018-08-01 09:15:00,02Aug201827700PE,90.75,-25,pnl: 0,2268.75
282,2018-08-01 15:15:00,02Aug201827700CE,64.7,25,End of Day reached pnl: 1848.7499999999995,-1617.5
283,2018-08-01 15:15:00,02Aug201827700PE,115.8,25,End of day reached pnl: 1848.7499999999995,-2895.0
284,2018-08-02 09:15:00,02Aug201827500CE,61.05,-25,pnl: 0,1526.25
